Title,Author,Discounted Price,Original Price (RRP),ISBN-10,Published,Format,Number of Pages,Publisher
What Happened to Nina?,Dervla McTiernan,$18.00,$34.99,146076014X,28th February 2024,Paperback,336,HarperCollins Publishers
